NAME,POSITION,HEIGHT,FOOT,AGE,RATING,NATION
Alassane Sidibe,Midfield,177,Right,20,68,Ivory Coast
Mattia Sangalli,Defence,188,Right,20,68,Italy
Lorenzo Bernasconi,Defence,182,Left,18,68,Italy
Corentin Louakima,Defence,183,Right,19,68,France
James Abankwah,Defence,183,Right,18,68,Ireland
Nemanja Ristic,Defence,181,Left,19,68,Bosnia & Herzegovina
Keba Coly,Attack,185,Right,24,67,Senegal
Luca Lombardi,Attack,174,Left,20,67,Italy
Kleis Bozhanaj,Attack,180,Right,21,67,Albania
Riccardo Tonin,Attack,180,Right,21,67,Italy
Antonio Raimondo,Attack,184,Left,18,67,Italy
Adama Sane,Attack,178,Right,22,67,Senegal
Valentin Carboni,Attack,178,Left,17,67,Argentina
Mattia Florio,Midfield,180,Right,18,67,Italy
Matteo Pedrini,Midfield,180,Left,22,67,Italy
Alessio Rossi,Midfield,180,Right,18,67,Italy
Francesco Cerretelli,Midfield,184,Left,22,67,Italy
Riccardo Boscolo Chio,Midfield,179,Right,20,67,Italy
Filippo Tolomello,Midfield,177,Right,20,67,Italy
Abukar Mohamed,Midfield,186,Right,23,67,Finland
Enrico di Gesù,Midfield,183,Left,20,67,Italy
Gianluca de Leo,Midfield,191,Left,19,67,Italy
Fausto Perseu,Midfield,182,Right,19,67,Italy
Francesco Mezzoni,Defence,181,Right,22,67,Italy
Riccardo Oddi,Defence,182,Left,20,67,Italy
Ebenezer Annan,Defence,178,Left,19,67,Ghana
Leonardo Fontanesi,Defence,190,Right,26,67,Italy
Filippo Marenco,Defence,187,Right,19,67,Italy
Nicolò Milani,Defence,180,Right,21,67,Italy
Tarik Muharemovic,Defence,187,Left,19,67,Bosnia & Herzegovina
Eduard Dutu,Defence,185,Right,21,67,Romania
Sebastiano Desplanches,Goalkeeper,189,Right,19,67,Italy
Mattia Chiesa,Goalkeeper,192,Right,21,67,Italy
Zsombor Senkó,Goalkeeper,193,Right,19,67,Hungary
Nikolaos Botis,Goalkeeper,191,Right,18,67,Greece
Alexandru Borbei,Goalkeeper,183,Right,19,67,Romania
Nicola Borghetto,Goalkeeper,188,Left,22,67,Italy
Ange Chibozo,Attack,175,Right,19,65,Benin
Mattia Almaviva,Attack,172,Both,16,65,Italy
Etienne Tare,Attack,193,Right,18,65,Albania
Rares Burnete,Attack,176,Right,18,65,Romania
Jan Żuberek,Attack,188,Right,18,65,Poland
Marco Nasti,Attack,176,Right,18,65,Italy
Antonio Reda,Attack,188,Right,19,65,Italy
Joel Voelkerling Persson,Attack,191,Right,19,65,Sweden
Lado Akhalaia,Attack,189,Right,20,65,Moldova
Oliver Jürgens,Attack,177,Right,19,65,Estonia
Irakli Shekiladze,Attack,181,Both,30,65,Georgia
Kenan Yildiz,Attack,182,Right,17,65,Turkey
Simone Pafundi,Midfield,164,Right,16,65,Italy
Vladislav Nahrudnyy,Midfield,179,Right,17,65,Ukraine
Sofiane Ahmed-Kadi,Attack,177,Right,25,65,France
Bob Murphy Omoregbe,Midfield,185,Right,18,65,
Samuel Iling,Attack,182,Left,18,65,England
Giuseppe Montaperto,Attack,175,Left,22,65,Italy
Flavio di Dio,Midfield,175,Right,20,65,Italy
Kevin Zefi,Attack,176,Right,17,65,Ireland
Chaka Traorè,Attack,175,Left,17,65,Ivory Coast
Luca di Maggio,Midfield,175,Right,17,65,Italy
Kaïs Nasri,Midfield,179,Left,19,65,France
Eduardo Esposito,Midfield,172,Right,18,65,Italy
Roberto Vranjes,Midfield,180,Left,17,65,Sweden
Lorenzo Ignacchiti,Midfield,178,Right,18,65,Italy
Jacopo Fazzini,Midfield,173,Right,19,65,Italy
Niccolò Pietra,Midfield,189,Right,18,65,Italy
Nunzio Brandi,Defence,181,Right,21,65,Italy
Victor Eletu,Midfield,179,Right,17,65,Nigeria
Catalin Vulturar,Midfield,181,Right,18,65,Romania
Niccolò Squizzato,Midfield,178,Right,20,65,Italy
Mirco Tosi,Defence,170,Left,20,65,Italy
Davide Bartesaghi,Defence,180,Right,16,65,Italy
Jonas Rouhi,Defence,184,Right,18,65,Sweden
Andrei Coubis,Defence,189,Right,18,65,Romania
Lorenzo Rocchetti,Defence,178,Right,19,65,Italy
Yannick Melseaux,Defence,177,Right,18,65,Ivory Coast
Jan Oliveras,Defence,172,Left,18,65,Spain
Leonardo Gabelli,Defence,193,Left,20,65,Italy
Romano Floriani,Midfield,176,Right,19,65,Italy
Rob Nizet,Defence,177,Left,20,65,Belgium
Mbaye Seck,Defence,178,Left,23,65,Senegal
Cathal Heffernan,Defence,183,Right,17,65,Ireland
Lorenzo Campaner,Defence,180,Right,19,65,Italy
Panagiotis Karagiorgis,Defence,185,Right,17,65,Cyprus
Robin Kane,Defence,183,Right,18,65,Estonia
Jean Paul Touadi,Defence,184,Right,16,65,
Almamy Camara,Defence,183,Right,18,65,Guinea
Nosa Edward Obaretin,Defence,189,Right,19,65,
Félix Nzouango,Defence,189,Right,19,65,France
Razvan Pascalau,Defence,189,Right,18,65,Romania
Giuseppe Fili,Defence,191,Right,19,65,Italy
Gabriele Indragoli,Defence,188,Right,18,65,Italy
Lorenzo Chiti,Defence,175,Right,21,65,Italy
Andrei Motoc,Defence,195,Right,20,65,Moldova
Matevz Dajcar,Goalkeeper,190,Right,20,65,Slovenia
Magnus Bröndbo,Goalkeeper,184,Right,17,65,Norway
Raul Coprean,Goalkeeper,189,Right,17,65,Romania
Giovanni Daffara,Goalkeeper,184,Right,17,65,Italy
Davide Mastrantonio,Goalkeeper,187,Right,18,65,Italy
Matteo Campani,Goalkeeper,186,Right,21,65,Italy
Ivan Saio,Goalkeeper,183,Right,20,65,Italy
Petar Zovko,Goalkeeper,192,Right,20,65,Bosnia & Herzegovina
Fotis Pseftis,Goalkeeper,190,Right,19,65,Greece
Simone Mastrapasqua,Attack,179,Right,17,63,Italy
Adrian Caragea,Midfield,182,Right,16,63,Romania
Dennis Bruno,Midfield,178,Right,18,63,Italy
Emanuele Marcaletti,Defence,179,Left,20,63,Italy
Elia Priori,Goalkeeper,183,Right,19,63,Italy
Antony Petre,Goalkeeper,182,Right,19,63,Romania
Filippo Distefano,Attack,186,Right,18,60,Italy
Lorenzo Petronelli,Attack,176,Right,19,60,Italy
Niccolò Marras,Midfield,173,Left,19,60,Italy
Ionut Matteo Cociobanu,Midfield,168,Right,16,60,
Riccardo Burgio,Defence,187,Left,21,60,Italy
Tiberiu Ciontos,Midfield,177,Right,17,60,Italy
Giuseppe Verduci,Defence,183,Left,20,60,Italy
Robert Lewandowski,Attack,184,Right,33,97,Poland
Joshua Kimmich,Defence,176,Right,27,95,Germany
Manuel Neuer,Goalkeeper,193,Both,36,95,Germany
Thomas Müller,Attack,186,Right,32,94,Germany
Sadio Mané,Attack,175,Right,30,94,Senegal
Serge Gnabry,Attack,173,Right,27,93,Germany
Leon Goretzka,Midfield,189,Right,27,93,Germany
Christopher Nkunku,Attack,175,Right,24,92,France
Marco Reus,Attack,180,Both,33,92,Germany
Leroy Sanè,Attack,184,Left,26,92,Germany
Kingsley Coman,Attack,178,Right,26,92,France
Alphonso Davies,Midfield,181,Left,21,92,Canada
Mats Hummels,Defence,191,Right,33,92,Germany
Lucas Hernández,Defence,184,Left,26,92,France
Moussa Diaby,Attack,170,Left,23,91,France
André Silva,Attack,182,Right,26,91,Portugal
Patrik Schick,Attack,191,Left,26,91,Czech Republic
Julian Brandt,Midfield,183,Right,26,91,Germany
Jude Bellingham,Midfield,185,Right,19,91,England
Marcel Sabitzer,Midfield,177,Right,28,91,Austria
Raphaël Guerreiro,Defence,170,Left,28,91,Portugal
Dayot Upamecano,Defence,185,Right,23,91,France
Matthias Ginter,Defence,190,Right,28,91,Germany
Benjamin Pavard,Defence,186,Right,26,91,France
Lukas Klostermann,Defence,185,Right,26,91,Germany
Niklas Süle,Defence,195,Right,26,91,Germany
Péter Gulácsi,Goalkeeper,190,Right,32,91,Hungary
Alassane Pléa,Attack,181,Right,29,90,France
Andrej Kramarić,Attack,180,Both,31,90,Croatia
Marcus Thuram,Attack,189,Right,24,90,France
Yussuf Poulsen,Attack,192,Right,28,90,Denmark
Sébastien Haller,Attack,190,Right,28,90,Ivory Coast
Florian Wirtz,Midfield,175,Right,19,90,Germany
Dani Olmo,Attack,179,Right,24,90,Spain
Thorgan Hazard,Attack,174,Both,29,90,Belgium
Emil Forsberg,Attack,179,Right,30,90,Sweden
Filip Kostić,Midfield,184,Left,29,90,Serbia
Florian Neuhaus,Midfield,182,Right,25,90,Germany
Konrad Laimer,Defence,179,Right,25,90,Austria
Kerem Demirbay,Midfield,185,Left,29,90,Germany
Jonas Hofmann,Midfield,174,Right,30,90,Germany
Kevin Kampl,Midfield,178,Right,31,90,Slovenia
Charles Aránguiz,Midfield,171,Right,33,90,Chile
Emre Can,Defence,185,Both,28,90,Germany
José Angeliño,Defence,170,Left,25,90,Spain
Thomas Meunier,Defence,191,Right,30,90,Belgium
Nordi Mukiele,Defence,185,Right,24,90,France
Edmond Tapsoba,Defence,190,Right,23,90,Burkina Faso
Manuel Akanji,Defence,187,Right,26,90,Switzerland
Nico Elvedi,Defence,189,Right,25,90,Switzerland
Jonathan Tah,Defence,193,Both,26,90,Germany
Willi Orban,Defence,186,Right,29,90,Hungary
Yann Sommer,Goalkeeper,183,Right,33,90,Switzerland
Rafael Borré,Attack,175,Right,26,89,Colombia
Lars Stindl,Attack,180,Right,33,89,Germany
Max Kruse,Attack,180,Left,34,89,Germany
Donyell Malen,Attack,179,Right,23,89,Netherlands
Krzysztof Piatek,Attack,183,Right,27,89,Poland
Breel Embolo,Attack,184,Right,25,89,Switzerland
Sardar Azmoun,Attack,186,Both,27,89,Iran
Lucas Alario,Attack,184,Right,29,89,Argentina
Jamal Musiala,Midfield,181,Right,19,89,Germany
Christoph Baumgartner,Midfield,178,Right,22,89,Austria
Daichi Kamada,Attack,180,Right,25,89,Japan
Nadiem Amiri,Midfield,178,Right,25,89,Germany
Ridle Baku,Midfield,178,Right,24,89,Germany
Vincenzo Grifo,Attack,181,Right,29,89,Italy
Djibril Sow,Midfield,184,Right,25,89,Switzerland
Amadou Haidara,Midfield,175,Right,24,89,Mali
Xaver Schlager,Midfield,184,Left,24,89,Austria
Mahmoud Dahoud,Midfield,176,Both,26,89,Germany
Florian Grillitsch,Defence,187,Right,26,89,Austria
Maximilian Arnold,Midfield,183,Left,28,89,Germany
Noussair Mazraoui,Defence,183,Right,24,89,Morocco
Ramy Bensebaini,Defence,186,Left,27,89,Algeria
Stefan Lainer,Defence,176,Right,29,89,Austria
Christian Günter,Defence,184,Left,29,89,Germany
Marcel Halstenberg,Defence,188,Left,30,89,Germany
Nico Schlotterbeck,Defence,191,Left,22,89,Germany
Evan Ndicka,Defence,192,Left,22,89,France
Philipp Lienhart,Defence,189,Right,26,89,Austria
Niklas Stark,Defence,189,Right,27,89,Germany
Gregor Kobel,Goalkeeper,193,Right,24,89,Switzerland
Koen Casteels,Goalkeeper,197,Left,30,89,Belgium
Lukáš Hrádecký,Goalkeeper,187,Right,32,89,Finland
Kevin Trapp,Goalkeeper,189,Right,32,89,Germany
Ihlas Bebou,Attack,183,Right,28,88,Togo
Luca Waldschmidt,Attack,181,Left,26,88,Germany
Lukas Nmecha,Attack,185,Right,23,88,Germany
Sasa Kalajdzic,Attack,200,Left,25,88,Austria
Randal Kolo Muani,Attack,187,Right,23,88,France
Alexander Sorloth,Attack,193,Left,26,88,Norway
Munas Dabbur,Attack,181,Both,30,88,Israel
Dominik Szoboszlai,Midfield,176,Right,21,88,Hungary
Amine Harit,Midfield,177,Right,25,88,Morocco
Ondrej Duda,Attack,183,Right,27,88,Slovakia
Mario Götze,Attack,176,Both,30,88,Germany
Roland Sallai,Attack,183,Right,25,88,Hungary
Robert Skov,Midfield,183,Left,26,88,Denmark
Karim Bellarabi,Midfield,183,Right,32,88,Germany
Ryan Gravenberch,Midfield,187,Right,20,88,Netherlands
Suat Serdar,Midfield,183,Right,25,88,Germany
Maximilian Eggestein,Midfield,181,Right,25,88,Germany
Robert Andrich,Midfield,185,Both,27,88,Germany
Diadie Samassékou,Midfield,175,Right,26,88,Mali
Santiago Ascacíbar,Midfield,168,Right,25,88,Argentina
Lucas Tousart,Midfield,185,Right,25,88,France
Ellyes Skhiri,Midfield,185,Right,27,88,Tunisia
Christoph Kramer,Midfield,179,Both,31,88,Germany
Nicolas Höfler,Midfield,181,Right,32,88,Germany
Jeremie Frimpong,Defence,175,Right,21,88,Netherlands
David Raum,Defence,180,Left,24,88,Germany
Benjamin Henrichs,Defence,181,Both,25,88,Germany
Borna Sosa,Defence,187,Left,24,88,Croatia
Jonas Hector,Defence,185,Left,32,88,Germany
Kevin Mbabu,Defence,184,Right,27,88,Switzerland
Jérôme Roussillon,Defence,181,Left,29,88,France
Pavel Kaderábek,Defence,177,Right,30,88,Czech Republic
Nico Schulz,Defence,180,Left,29,88,Germany
Mohamed Simakan,Defence,187,Right,22,88,France
Joško Gvardiol,Defence,183,Left,20,88,Croatia
Dedryck Boyata,Defence,188,Right,31,88,Belgium
John Anthony Brooks,Defence,193,Left,29,88,
Odilon Kossounou,Defence,192,Right,21,88,Ivory Coast
Maxence Lacroix,Defence,189,Right,22,88,France
Alexander Nübel,Goalkeeper,193,Right,25,88,Germany
Oliver Baumann,Goalkeeper,187,Right,32,88,Germany
Karim Adeyemi,Attack,182,Left,20,87,Germany
Maximilian Philipp,Attack,184,Both,28,87,Germany
Mark Uth,Attack,185,Left,30,87,Germany
Stevan Jovetić,Attack,183,Right,32,87,Montenegro
Jonathan Burkardt,Attack,183,Right,22,87,Germany
Jonas Wind,Attack,190,Right,23,87,Denmark
Lucas Höler,Attack,184,Right,28,87,Germany
Eric Maxim Choupo-Moting,Attack,191,Both,33,87,
Anthony Modeste,Attack,187,Right,34,87,France
Jesper Lindstrom,Attack,181,Right,22,87,Denmark
Giovanni Reyna,Midfield,185,Right,19,87,United States
Angelo Fulgini,Midfield,187,Right,25,87,France
Jean-Paul Boëtius,Midfield,179,Both,28,87,Netherlands
Florent Mollet,Midfield,175,Right,30,87,France
Silas Katompa Mvumpa,Attack,189,Right,23,87,Congo DR
Rubén Vargas,Attack,174,Right,23,87,Switzerland
Dodi Lukebakio,Attack,187,Left,24,87,Belgium
Josip Brekalo,Attack,180,Right,24,87,Croatia
Marius Wolf,Midfield,187,Right,27,87,Germany
Renato Steffen,Midfield,170,Left,30,87,Switzerland
Daniel Caligiuri,Midfield,182,Right,34,87,Italy
Leandro Barreiro,Midfield,174,Right,22,87,Luxembourg
Exequiel Palacios,Midfield,177,Right,23,87,Argentina
Yannick Gerhardt,Defence,184,Left,28,87,Germany
Sebastian Rode,Midfield,179,Right,31,87,Germany
Arne Maier,Midfield,183,Right,23,87,Germany
Grischa Prömel,Midfield,183,Right,27,87,Germany
Janik Haberer,Attack,187,Right,28,87,Germany
Vladimír Darida,Midfield,171,Right,31,87,Czech Republic
Orel Mangala,Midfield,185,Right,24,87,Belgium
Niklas Dorsch,Midfield,176,Right,24,87,Germany
Dominik Kohr,Midfield,183,Left,28,87,Germany
Rani Khedira,Defence,188,Right,28,87,Germany
Wataru Endo,Defence,178,Right,29,87,Japan
Josuha Guilavogui,Defence,188,Right,31,87,France
Julian Baumgartlinger,Midfield,182,Both,34,87,Austria
Sebastian Rudy,Defence,179,Right,32,87,Germany
Makoto Hasebe,Defence,180,Right,38,87,Japan
Mitchel Bakker,Defence,188,Left,22,87,Netherlands
Maximilian Mittelstädt,Defence,179,Left,25,87,Germany
Aarón Martín,Defence,180,Left,25,87,Spain
Daley Sinkgraven,Defence,178,Left,27,87,Netherlands
Bouna Sarr,Midfield,177,Right,30,87,Senegal
Silvan Widmer,Defence,183,Right,29,87,Switzerland
Danny da Costa,Defence,185,Right,29,87,Germany
Marvin Plattenhardt,Defence,181,Left,30,87,Germany
Amos Pieper,Defence,192,Right,24,87,Germany
Jeffrey Gouweleeuw,Defence,187,Right,31,87,Netherlands
Robin Knoche,Defence,190,Right,30,87,Germany
Kevin Vogt,Defence,194,Right,30,87,Germany
Piero Hincapié,Defence,183,Left,20,87,Ecuador
Stefan Posch,Defence,188,Right,25,87,Austria
Almamy Touré,Defence,182,Right,26,87,Mali
Lucas Tuta,Defence,185,Right,23,87,Brazil
Ozan Kabak,Defence,186,Right,22,87,Turkey
Sebastiaan Bornauw,Defence,191,Right,23,87,Belgium
Omar Alderete,Defence,187,Left,25,87,Paraguay
Dan-Axel Zagadou,Defence,196,Left,23,87,France
Felix Uduokhai,Defence,192,Left,24,87,Germany
Konstantinos Mavropanos,Defence,192,Right,24,87,Greece
Waldemar Anton,Defence,189,Right,25,87,Germany
Marvin Friedrich,Defence,193,Right,26,87,Germany
Benjamin Hübner,Defence,193,Left,33,87,Germany
Florian Müller,Goalkeeper,190,Left,24,87,Germany
Andrey Lunev,Goalkeeper,189,Right,30,87,Russia
Jiri Pavlenka,Goalkeeper,196,Right,30,87,Czech Republic
Mark Flekken,Goalkeeper,189,Right,29,87,Netherlands
Alexander Schwolow,Goalkeeper,189,Right,30,87,Germany
Timo Horn,Goalkeeper,192,Left,29,87,Germany
Sven Ulreich,Goalkeeper,192,Right,33,87,Germany
Michael Gregoritsch,Attack,190,Left,28,86,Austria
Sheraldo Becker,Attack,180,Right,27,86,Suriname
Joshua Zirkzee,Attack,193,Right,21,86,Netherlands
Karim Onisiwo,Attack,188,Right,30,86,Austria
Gonçalo Paciência,Attack,184,Right,27,86,Portugal
Florian Niederlechner,Attack,186,Left,30,86,Germany
Niclas Füllkrug,Attack,189,Both,29,86,Germany
Sebastian Andersson,Attack,190,Right,31,86,Sweden
Nils Petersen,Attack,188,Right,33,86,Germany
Hannes Wolf,Attack,179,Right,23,86,Austria
Marcus Ingvartsen,Attack,187,Right,26,86,Denmark
Jae-Sung Lee,Attack,180,Right,29,86,Korea Republic
Genki Haraguchi,Midfield,177,Right,31,86,Japan
Amine Adli,Attack,178,Left,22,86,France
Jens Petter Hauge,Attack,184,Right,22,86,
Marco Richter,Attack,176,Right,24,86,Germany
Ademola Lookman,Attack,175,Both,24,86,Nigeria
Ritsu Doan,Midfield,172,Left,24,86,Japan
Florian Kainz,Attack,174,Right,29,86,Austria
Patrick Herrmann,Attack,179,Right,31,86,Germany
Danny Latza,Midfield,179,Both,32,86,Germany
Anton Stach,Midfield,192,Both,23,86,Germany
Salih Özcan,Midfield,182,Right,24,86,Turkey
Edimilson Fernandes,Midfield,190,Right,26,86,Switzerland
Levin Öztunali,Midfield,184,Both,26,86,Germany
Angelo Stiller,Midfield,183,Left,21,86,Germany
Dejan Ljubicic,Midfield,186,Right,24,86,Austria
Kristijan Jakić,Midfield,181,Right,25,86,Croatia
Tobias Strobl,Defence,186,Right,32,86,Germany
Carlos Gruezo,Midfield,171,Right,27,86,Ecuador
Paulo Otávio,Defence,173,Left,27,86,Brazil
Furtado William,Defence,175,Right,27,86,Brazil
Christopher Lenz,Defence,180,Left,27,86,Germany
Jonathan Schmid,Midfield,179,Right,32,86,France
Christopher Trimmel,Defence,189,Right,35,86,Austria
Lukas Kübler,Defence,183,Right,29,86,Germany
Marco Friedl,Defence,187,Left,24,86,Austria
Anthony Caci,Defence,184,Right,25,86,France
Kevin Akpoguma,Defence,192,Right,27,86,Nigeria
Stefan Bell,Defence,192,Right,30,86,Germany
Maya Yoshida,Defence,189,Right,33,86,Japan
Danilho Doekhi,Defence,190,Right,24,86,Netherlands
Miloš Veljković,Defence,188,Right,26,86,Serbia
Marc Oliver Kempf,Defence,186,Left,27,86,
Dominique Heintz,Defence,190,Left,28,86,Germany
Maarten Vandevoordt,Goalkeeper,189,Right,20,86,Belgium
Robin Zentner,Goalkeeper,194,Right,27,86,Germany
Rafal Gikiewicz,Goalkeeper,190,Right,34,86,Poland
Georginio Rutter,Attack,182,Both,20,85,France
Adam Hložek,Attack,185,Right,19,85,Czech Republic
Myziane Maolida,Attack,182,Left,23,85,France
Sargis Adamyan,Attack,184,Right,29,85,Armenia
Jürgen Locadia,Attack,187,Right,28,85,Netherlands
André Hahn,Attack,185,Both,31,85,Germany
Ermedin Demirović,Attack,184,Right,24,85,Bosnia & Herzegovina
Jordan Pefok Siebatcheu,Attack,190,Right,26,85,
Davie Selke,Attack,194,Right,27,85,Germany
Marvin Ducksch,Attack,188,Both,28,85,Germany
Sebastian Polter,Attack,192,Right,31,85,Germany
Ishak Belfodil,Attack,191,Right,30,85,Algeria
Alfred Finnbogason,Attack,184,Right,33,85,Iceland
Simon Terodde,Attack,192,Right,34,85,Germany
Kevin Stöger,Midfield,175,Left,28,85,Austria
Leonardo Bittencourt,Midfield,171,Both,28,85,Germany
Dominick Drexler,Attack,183,Left,32,85,Germany
Woo-Yeong Jeong,Attack,179,Right,22,85,Korea Republic
Marius Bülter,Attack,188,Right,29,85,Germany
Filho Paulinho,Attack,174,Right,22,85,Brazil
Jacob Bruun Larsen,Attack,183,Left,23,85,Denmark
Dimitrios Limnios,Attack,178,Left,24,85,Greece
Gerrit Holtmann,Midfield,183,Left,27,85,Philippines
Takuma Asano,Attack,171,Right,27,85,Japan
Ajdin Hrustic,Midfield,183,Left,26,85,Australia
Jens Stage,Midfield,187,Right,25,85,Denmark
Kouadio Koné,Midfield,180,Right,21,85,France
Elvis Rexhbecaj,Midfield,182,Left,24,85,Germany
Dennis Geiger,Midfield,172,Right,24,85,Germany
Kevin-Prince Boateng,Attack,184,Right,35,85,Ghana
Atakan Karazor,Defence,190,Right,25,85,Germany
Anthony Losilla,Midfield,185,Right,36,85,France
Borduchi Iago,Defence,181,Left,25,85,Brazil
Aurélio Buta,Defence,172,Right,25,85,Portugal
Thomas Ouwejan,Defence,183,Left,25,85,Netherlands
Julian Ryerson,Defence,182,Right,24,85,Norway
Niko Giesselmann,Defence,181,Left,30,85,Germany
Mitchell Weiser,Midfield,176,Right,28,85,Germany
Danilo Soares,Defence,170,Left,30,85,Brazil
Timothy Chandler,Defence,186,Right,32,85,United States
Bastian Oczipka,Defence,184,Left,33,85,Germany
Jonjoe Kenny,Defence,176,Right,25,85,England
Ronaël Pierre-Gabriel,Defence,177,Right,24,85,France
Benno Schmitz,Defence,182,Right,27,85,Germany
Cédric Brunner,Defence,193,Right,28,85,Switzerland
Peter Pekarík,Defence,176,Right,35,85,Slovakia
Timothy Fosu-Mensah,Defence,190,Right,24,85,Netherlands
Pascal Stenzel,Defence,183,Right,26,85,Germany
Alexander Hack,Defence,193,Left,28,85,Germany
Manuel Gulde,Defence,183,Right,31,85,Germany
Luca Kilian,Defence,190,Right,22,85,Germany
Keven Schlotterbeck,Defence,189,Left,25,85,Germany
Chris Richards,Defence,188,Right,22,85,United States
Paul Jaeckel,Defence,188,Right,23,85,Germany
Marin Pongračić,Defence,190,Right,24,85,Croatia
Filip Uremović,Defence,186,Right,25,85,Croatia
Jordan Torunarigha,Defence,189,Left,24,85,Germany
Reece Oxford,Defence,191,Right,23,85,England
Ermin Bicakcic,Defence,185,Right,32,85,Bosnia & Herzegovina
Marvin Schwäbe,Goalkeeper,190,Right,27,85,Germany
Frederik Ronnow,Goalkeeper,188,Right,29,85,Denmark
Manuel Riemann,Goalkeeper,186,Right,33,85,Germany
Jamie Leweling,Attack,184,Both,21,84,Germany
Omar Marmoush,Attack,180,Right,23,84,Egypt
Andreas Voglsammer,Attack,178,Right,30,84,Germany
Simon Zoller,Attack,179,Right,31,84,Germany
Philipp Förster,Midfield,189,Right,27,84,Germany
Aymen Barkok,Midfield,188,Right,24,84,Morocco
Patrick Wimmer,Attack,182,Right,21,84,Austria
Chris Führich,Midfield,178,Right,24,84,Germany
Ilaix Moriba,Midfield,185,Right,19,84,Guinea
Kevin Möhwald,Midfield,183,Right,29,84,Germany
Paul Seguin,Midfield,186,Right,27,84,Germany
Hugo Siquet,Defence,178,Right,20,84,Belgium
Joe Scally,Defence,184,Right,19,84,United States
